length,epsilon,gamma,alpha,target,optimal_credit_lp,claimed_gamma,worst_case_queries,two_to_length,theorem55_reduction_factor
6,0.3,0.4,0.1,100010,0.3999999999999997,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,100011,0.3999999999999996,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,100100,0.3999999999999996,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,100101,0.4000000000000007,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,100110,0.3999999999999996,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,100111,0.4000000000000007,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,101000,0.3999999999999997,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,101001,0.4000000000000008,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,101010,0.40000000000000024,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,101011,0.4000000000000006,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,101100,0.3999999999999996,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,101101,0.3999999999999996,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,101110,0.4,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,101111,0.4000000000000006,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,110000,0.40000000000000013,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,110001,0.3999999999999999,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,110010,0.3999999999999996,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,110011,0.4000000000000008,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,110100,0.4000000000000006,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,110101,0.3999999999999996,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,110110,0.4000000000000008,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,110111,0.3999999999999997,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,111000,0.4,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,111001,0.4000000000000007,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,111010,0.3999999999999996,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,111011,0.3999999999999997,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,111100,0.4000000000000008,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,111101,0.40000000000000047,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,111110,0.3999999999999999,0.4,64,64,0.09976618580756338
6,0.3,0.4,0.1,111111,0.3999999999999998,0.4,64,64,0.09976618580756338
6,0.3,0.7,0.175,000000,0.7000000000000002,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,000001,0.7000000000000002,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,000010,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,000011,0.6999999999999998,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,000100,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,000101,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,000110,0.6999999999999995,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,000111,0.6999999999999995,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,001000,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,001001,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,001010,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,001011,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,001100,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,001101,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,001110,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,001111,0.6999999999999996,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,010000,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,010001,0.6999999999999996,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,010010,0.6999999999999998,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,010011,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,010100,0.6999999999999995,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,010101,0.6999999999999996,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,010110,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,010111,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,011000,0.6999999999999995,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,011001,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,011010,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,011011,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,011100,0.6999999999999995,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,011101,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,011110,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,011111,0.6999999999999996,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,100000,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,100001,0.7,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,100010,0.7,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,100011,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,100100,0.6999999999999995,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,100101,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,100110,0.6999999999999995,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,100111,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,101000,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,101001,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,101010,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,101011,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,101100,0.6999999999999996,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,101101,0.6999999999999998,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,101110,0.6999999999999998,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,101111,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,110000,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,110001,0.6999999999999996,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,110010,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,110011,0.6999999999999996,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,110100,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,110101,0.6999999999999996,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,110110,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,110111,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,111000,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,111001,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,111010,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,111011,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,111100,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,111101,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,111110,0.6999999999999997,0.7,64,64,0.3055339440356628
6,0.3,0.7,0.175,111111,0.6999999999999998,0.7,64,64,0.3055339440356628
6,1.0,0.2,0.05,000000,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,000001,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,000010,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,000011,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,000100,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,000101,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,000110,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,000111,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,001000,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,001001,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,001010,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,001011,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,001100,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,001101,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,001110,0.2000000000000003,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,001111,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,010000,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,010001,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,010010,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,010011,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,010100,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,010101,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,010110,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,010111,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,011000,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,011001,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,011010,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,011011,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,011100,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,011101,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,011110,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,011111,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,100000,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,100001,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,100010,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,100011,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,100100,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,100101,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,100110,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,100111,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,101000,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,101001,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,101010,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,101011,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,101100,0.2000000000000003,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,101101,0.2000000000000003,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,101110,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,101111,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,110000,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,110001,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,110010,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,110011,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,110100,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,110101,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,110110,0.2000000000000003,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,110111,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,111000,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,111001,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,111010,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,111011,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,111100,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,111101,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,111110,0.2000000000000004,0.2,64,64,0.024941546451890846
6,1.0,0.2,0.05,111111,0.2000000000000003,0.2,64,64,0.024941546451890846
6,1.0,0.4,0.1,000000,0.40000000000000036,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,000001,0.4000000000000009,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,000010,0.400000000000001,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,000011,0.40000000000000024,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,000100,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,000101,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,000110,0.400000000000001,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,000111,0.400000000000001,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,001000,0.3999999999999998,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,001001,0.400000000000001,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,001010,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,001011,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,001100,0.40000000000000036,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,001101,0.40000000000000036,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,001110,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,001111,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,010000,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,010001,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,010010,0.40000000000000147,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,010011,0.40000000000000036,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,010100,0.40000000000000147,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,010101,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,010110,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,010111,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,011000,0.40000000000000147,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,011001,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,011010,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,011011,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,011100,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,011101,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,011110,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,011111,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,100000,0.4000000000000008,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,100001,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,100010,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,100011,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,100100,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,100101,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,100110,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,100111,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,101000,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,101001,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,101010,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,101011,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,101100,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,101101,0.40000000000000135,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,101110,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,101111,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,110000,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,110001,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,110010,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,110011,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,110100,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,110101,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,110110,0.4000000000000009,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,110111,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,111000,0.40000000000000135,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,111001,0.4,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,111010,0.40000000000000135,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,111011,0.40000000000000124,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,111100,0.40000000000000013,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,111101,0.4,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,111110,0.40000000000000036,0.4,64,64,0.09976618580756338
6,1.0,0.4,0.1,111111,0.4000000000000016,0.4,64,64,0.09976618580756338
6,1.0,0.7,0.175,000000,0.7000000000000004,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,000001,0.7000000000000004,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,000010,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,000011,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,000100,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,000101,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,000110,0.7000000000000005,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,000111,0.7000000000000005,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,001000,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,001001,0.7000000000000005,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,001010,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,001011,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,001100,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,001101,0.7000000000000001,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,001110,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,001111,0.7000000000000005,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,010000,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,010001,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,010010,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,010011,0.7000000000000003,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,010100,0.7000000000000004,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,010101,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,010110,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,010111,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,011000,0.7000000000000004,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,011001,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,011010,0.6999999999999998,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,011011,0.7000000000000003,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,011100,0.7000000000000002,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,011101,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,011110,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,011111,0.7000000000000003,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,100000,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,100001,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,100010,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,100011,0.7,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,100100,0.7000000000000002,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,100101,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,100110,0.7,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,100111,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,101000,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,101001,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,101010,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,101011,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,101100,0.7000000000000002,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,101101,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,101110,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,101111,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,110000,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,110001,0.7000000000000046,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,110010,0.7000000000000001,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,110011,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,110100,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,110101,0.7000000000000001,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,110110,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,110111,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,111000,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,111001,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,111010,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,111011,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,111100,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,111101,0.7000000000000006,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,111110,0.7000000000000004,0.7,64,64,0.3055339440356628
6,1.0,0.7,0.175,111111,0.7000000000000006,0.7,64,64,0.3055339440356628
6,2.0,0.2,0.05,000000,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,000001,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,000010,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,000011,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,000100,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,000101,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,000110,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,000111,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,001000,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,001001,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,001010,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,001011,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,001100,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,001101,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,001110,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,001111,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,010000,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,010001,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,010010,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,010011,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,010100,0.20000000000000007,0.2,64,64,0.024941546451890846
6,2.0,0.2,0.05,010101,0.20000000000000007,0.2,64,64,0.024941546451890846
